@id	addr:street	addr:housenumber	@lat	@lon
3613493446			55.6576652	37.4784351
3613493448			55.6577566	37.4785932
3613493449			55.6577578	37.4787859
3613493450			55.6578110	37.4784477
3613493451			55.6578140	37.4784099
3613493453			55.6578220	37.4788639
3613493454			55.6578244	37.4786886
3613493455			55.6578285	37.4784810
3613493456			55.6578310	37.4784262
3613493457			55.6578348	37.4783435
3613493458			55.6578372	37.4786348
3613493459			55.6578494	37.4784187
3613493461			55.6579083	37.4788011
3613493465			55.6580044	37.4788732
3613493469			55.6580299	37.4789063
3613493471			55.6580666	37.4788933
3613493473			55.6580725	37.4788771
3613493474			55.6580802	37.4788001
3613493477			55.6580960	37.4787399
3613493478			55.6581017	37.4789194
3613493480			55.6581266	37.4787098
3613493482			55.6581678	37.4787139
3613493483			55.6581848	37.4789244
3613493485			55.6582001	37.4787279
3613493486			55.6582238	37.4788933
3613493487			55.6582255	37.4789093
3613493488			55.6582329	37.4787860
3613493491			55.6582604	37.4789488
3613493698			55.6584408	37.4786528
3613493704			55.6586060	37.4786991
3613493705			55.6586213	37.4785848
3613493707			55.6586454	37.4784050
3613493766			55.6596829	37.4787019
3925643764			55.6557279	37.4740526
3925643765			55.6558677	37.4740912
3925643766			55.6560895	37.4730911
3925643767			55.6561666	37.4716284
3925643768			55.6561795	37.4719384
3925643769			55.6563768	37.4731779
3925643770			55.6564446	37.4724896
3925643771			55.6565090	37.4742681
3925643772			55.6565236	37.4740732
3925643773			55.6565938	37.4732644
3925643774			55.6566206	37.4728570
3925643775			55.6567225	37.4741124
3925643776			55.6567481	37.4728834
3925643777			55.6567677	37.4725861
3925643778			55.6567840	37.4740676
3925643779			55.6568282	37.4736200
3925643780			55.6569828	37.4743988
3925643781			55.6570508	37.4736815
3925643782			55.6573157	37.4744907
3925643783			55.6573349	37.4727554
3925643784			55.6573491	37.4740396
3925643785			55.6573930	37.4719981
3925643786			55.6574028	37.4739529
3925643787			55.6574052	37.4718426
3925643788			55.6574135	37.4737833
3925643789			55.6575419	37.4737244
3925643790			55.6577172	37.4737272
3925643791			55.6577705	37.4740424
3925643793			55.6578404	37.4732935
3925643794			55.6578700	37.4729764
3925643795			55.6578978	37.4746513
3925643796			55.6581469	37.4743063
3925643797			55.6582210	37.4734089
3925643798			55.6582723	37.4741513
3925643799			55.6583080	37.4724431
3925643800			55.6583211	37.4735317
3925643801			55.6583226	37.4722783
3925643802			55.6583364	37.4721266
3925643803			55.6583595	37.4715021
3925643805			55.6584585	37.4741974
3925643806			55.6585044	37.4742232
3925643807			55.6585073	37.4735777
3925643808			55.6585265	37.4744526
3925643809			55.6585660	37.4736020
3925643810			55.6586244	37.4734537
3925643811			55.6586544	37.4748600
3925643812			55.6586948	37.4725703
3925643813			55.6587101	37.4723952
3925643814			55.6587232	37.4722475
3925643815			55.6587866	37.4716258
3925643816			55.6588004	37.4714716
3925643817			55.6588434	37.4724353
3925643818			55.6588554	37.4722889
3925643819			55.6588688	37.4721037
3925643820			55.6588936	37.4718157
3925643821			55.6588958	37.4743910
3925643822			55.6589606	37.4735768
3925643823			55.6590237	37.4733166
3925643826			55.6592190	37.4718830
3925643827			55.6593878	37.4722720
3925643829			55.6594037	37.4721104
3925643832			55.6595666	37.4745925
3925643835			55.6596172	37.4734649
3925643837			55.6596621	37.4751380
3925643838			55.6596661	37.4737027
3925643839			55.6598482	37.4748701
3925643841			55.6599413	37.4737888
3925643842			55.6599455	37.4752162
3925643844			55.6599962	37.4752302
3925643845			55.6599978	37.4729984
3925643846			55.6600719	37.4738296
3925643847			55.6601217	37.4738406
3925643848			55.6602060	37.4729064
3925643852			55.6588950	37.4716881
4033960522			55.6584602	37.4726652
4033960530			55.6583534	37.4726333
4033960531			55.6583552	37.4726105
4033960532			55.6584322	37.4726564
4033960533			55.6584446	37.4726069
4033960534			55.6584692	37.4725750
4033960535			55.6584996	37.4725692
4033960536			55.6585048	37.4725078
4033960537			55.6585275	37.4725911
4033960538			55.6585455	37.4726348
4033960539			55.6585488	37.4726886
4033960540			55.6586190	37.4727108
4108074494	улица Академика Анохина	9	55.6563710	37.4720571
4108127197			55.6594738	37.4730291
4634169300			55.6564230	37.4720657
4905973826			55.6584819	37.4728097
4914560336			55.6572921	37.4759990
4914560337			55.6573005	37.4758760
4914560338			55.6573264	37.4756636
4914560339			55.6573140	37.4757696
4914560340			55.6584432	37.4762971
4914560341			55.6584524	37.4761944
4914560342			55.6584714	37.4759865
4914560343			55.6584637	37.4760940
4914560344			55.6586627	37.4757525
4914560345			55.6585619	37.4757251
4914560346			55.6585737	37.4767324
4914560347			55.6585652	37.4768327
4914560348			55.6571671	37.4763027
4914560349			55.6571158	37.4762894
4914560350			55.6572578	37.4753651
4914560351			55.6572140	37.4753513
4914560352			55.6570639	37.4762758
4914560353			55.6571516	37.4753344
4914560354			55.6581821	37.4753310
4914560355			55.6581327	37.4753197
4914560356			55.6577670	37.4751954
4914560357			55.6578193	37.4752090
4914560358			55.6580975	37.4757258
4914560359			55.6577797	37.4756453
4914560360			55.6583972	37.4762861
4914560361			55.6583826	37.4764688
4914560362			55.6581853	37.4764196
4914560363			55.6582009	37.4762339
4914560364			55.6584256	37.4759732
4914560365			55.6584444	37.4757491
4914560366			55.6582409	37.4756883
4914560367			55.6582219	37.4759142
4914560368			55.6573998	37.4760279
4914560369			55.6573827	37.4762069
4914560370			55.6575978	37.4762638
4914560371			55.6576122	37.4760872
4914560372			55.6576452	37.4757532
4914560373			55.6576663	37.4755134
4914560374			55.6574481	37.4754483
4914560375			55.6574262	37.4756914
5084235396			55.6568968	37.4740629
5084235397			55.6571167	37.4757088
5085663513			55.6570389	37.4732427
5085663514			55.6569576	37.4734692
5085663515			55.6566824	37.4733844
5085663516			55.6567128	37.4730751
5085663517			55.6570434	37.4731770
5601859963	улица Академика Анохина	11А	55.6574939	37.4724444
24241845				
24241851				
29033399	улица Академика Анохина	38 к4		
29033437	улица Академика Анохина	9		
29033439	улица Академика Анохина	13		
29033440	улица Академика Анохина	9 к1		
33762937				
33762946				
33763157				
35962237	проспект Вернадского	92		
35986511	проспект Вернадского	88		
35986512	проспект Вернадского	88 к3		
35986513	проспект Вернадского	88 к1		
35986514	проспект Вернадского	88 к2		
35986516	улица Академика Анохина	13 с1		
35986518	улица Академика Анохина	11		
35986519	улица Академика Анохина	11 к1		
35986520				
40448483				
48255319				
48255320				
48255323				
85244873				
85244897				
85244912				
85244913				
85244937				
129807481				
129807483				
129807485				
129807486				
137148142				
137148145				
155884622				
155884640				
155884676				
160832463	проспект Вернадского	88 с1		
160832465	улица Академика Анохина	9А		
208099226				
208374151				
231500433				
231500434				
231500447				
231500450				
231500454				
238986286				
260620938				
260620939				
260620940				
263957875				
263965049				
263965050				
264149139				
288051169				
288051174				
288051175				
288051177				
304528678	улица Академика Анохина	38 к1		
355807864				
355807886				
355807889				
355807890				
355807896				
355807900				
355807901				
355807903				
355807914				
355807917				
355807930				
355807937				
355807938				
355807948				
355807951				
355807953				
355807957				
355807984				
355807988				
355807994				
355807999				
355808002				
355808005				
355808011				
355808061				
355808063				
355808076				
389392394				
389392395				
389392396				
389392398				
389392402				
389392403				
389392405				
389392409				
389392414				
389392415				
389392418				
389392419				
389392420				
389392421				
389392422				
389392423				
389392424				
400898340				
400898343				
400898344				
426839702				
500390623				
500390624				
500390625				
500390626				
500390627				
500390628				
500390629				
500390632				
500390634				
522072389				
53512				
125078				
580147				
580584				
890116				
890122				
1766215				
1766299				
1866428				
2351679				
2801700				
3109777				
3109778				
3165952				
3165953				
3281855				
3281857				
3289220				
3289221				
3289222				
3300827				
4515560				
5312705				
6346765				
6346772				
6388540				
6388545				
7762221				
